temperature;pressure;kinetic_energy;potential_energy;total_energy;virial;msd;diffusion
1.243287e-05;-0.46899772;0.031126643;-9020.522;-9020.491;-2586.4895;0.0;0.0
1.24281e-05;-0.46897537;0.031102717;-9020.535;-9020.504;-2586.366;0.0;0.0
1.2422312e-05;-0.4689261;0.031075526;-9020.539;-9020.508;-2586.0945;0.0;0.0
1.24161315e-05;-0.46886516;0.031049054;-9020.553;-9020.521;-2585.7583;0.0;0.0
1.2410621e-05;-0.4688295;0.031024126;-9020.563;-9020.532;-2585.5615;0.0;0.0
1.2405145e-05;-0.46879625;0.031000173;-9020.574;-9020.543;-2585.3782;0.0;0.0
1.2400078e-05;-0.46875805;0.030975366;-9020.582;-9020.551;-2585.1672;0.0;0.0
1.2394209e-05;-0.46871725;0.03095008;-9020.596;-9020.564;-2584.9424;0.0;0.0
1.2388923e-05;-0.46872693;0.030928269;-9020.617;-9020.586;-2584.9956;0.0;0.0
1.2384568e-05;-0.46868485;0.030906247;-9020.624;-9020.593;-2584.7637;0.0;0.0
1.2379202e-05;-0.46861643;0.030882634;-9020.631;-9020.6;-2584.3862;0.0;0.0
1.2374151e-05;-0.46860993;0.030857798;-9020.646;-9020.615;-2584.3503;0.0;0.0
1.2368242e-05;-0.46855256;0.03083254;-9020.655;-9020.624;-2584.034;0.0;0.0
1.2362993e-05;-0.46851817;0.030810222;-9020.668;-9020.637;-2583.8442;0.0;0.0
1.2358401e-05;-0.4684857;0.030788047;-9020.682;-9020.65;-2583.6653;0.0;0.0
1.2353183e-05;-0.46843445;0.030765953;-9020.688;-9020.657;-2583.3823;0.0;0.0
1.2348628e-05;-0.46841723;0.030743439;-9020.701;-9020.671;-2583.2874;0.0;0.0
1.2343259e-05;-0.4683847;0.030722564;-9020.715;-9020.685;-2583.1082;0.0;0.0
1.2339405e-05;-0.46835363;0.03070239;-9020.725;-9020.694;-2582.9365;0.0;0.0
1.2334332e-05;-0.46833205;0.030680774;-9020.74;-9020.71;-2582.8174;0.0;0.0
1.2329875e-05;-0.4683433;0.030659571;-9020.756;-9020.726;-2582.8794;0.0;0.0
1.2324975e-05;-0.46829695;0.030637227;-9020.771;-9020.741;-2582.6238;0.0;0.0
1.2319993e-05;-0.46824747;0.03061834;-9020.775;-9020.745;-2582.3508;0.0;0.0
1.2316605e-05;-0.4681874;0.03059935;-9020.777;-9020.747;-2582.0195;0.0;0.0
1.2311588e-05;-0.46815333;0.03057893;-9020.79;-9020.76;-2581.8318;0.0;0.0
1.23075515e-05;-0.46810466;0.030557808;-9020.811;-9020.78;-2581.5632;0.0;0.0
1.2302263e-05;-0.4680698;0.030535776;-9020.816;-9020.786;-2581.3708;0.0;0.0
1.229779e-05;-0.46806088;0.030517511;-9020.834;-9020.804;-2581.3218;0.0;0.0
1.2294187e-05;-0.46801752;0.030499421;-9020.842;-9020.812;-2581.0825;0.0;0.0
1.2289778e-05;-0.4679787;0.030479692;-9020.847;-9020.816;-2580.8684;0.0;0.0
1.2285466e-05;-0.4679546;0.030461498;-9020.862;-9020.832;-2580.7354;0.0;0.0
1.2281726e-05;-0.46788853;0.03044094;-9020.875;-9020.845;-2580.371;0.0;0.0
1.2276372e-05;-0.4678798;0.03042645;-9020.8955;-9020.865;-2580.323;0.0;0.0
1.2275297e-05;-0.46786162;0.030415028;-9020.907;-9020.877;-2580.2227;0.0;0.0
1.2271305e-05;-0.46781585;0.030394856;-9020.91;-9020.88;-2579.9702;0.0;0.0
1.22663705e-05;-0.46778443;0.03037411;-9020.921;-9020.891;-2579.7969;0.0;0.0
1.2262119e-05;-0.46773154;0.030355264;-9020.932;-9020.901;-2579.5051;0.0;0.0
1.2258021e-05;-0.46769148;0.03033683;-9020.943;-9020.913;-2579.2842;0.0;0.0
1.2253952e-05;-0.46764746;0.030322501;-9020.955;-9020.925;-2579.0415;0.0;0.0
1.2251684e-05;-0.4676369;0.030307805;-9020.979;-9020.948;-2578.9832;0.0;0.0
1.2247434e-05;-0.46760607;0.030288342;-9020.987;-9020.957;-2578.813;0.0;0.0
1.224306e-05;-0.46761706;0.030270487;-9021.015;-9020.984;-2578.8735;0.0;0.0
1.2239523e-05;-0.4675875;0.03025535;-9021.022;-9020.992;-2578.7107;0.0;0.0
1.2236338e-05;-0.46753362;0.03024142;-9021.024;-9020.994;-2578.4133;0.0;0.0
1.2233367e-05;-0.46749645;0.030226301;-9021.032;-9021.002;-2578.2085;0.0;0.0
1.222962e-05;-0.467438;0.030208534;-9021.039;-9021.009;-2577.8862;0.0;0.0
1.2225484e-05;-0.46738875;0.03019049;-9021.045;-9021.015;-2577.6145;0.0;0.0
1.2221629e-05;-0.46735537;0.030174509;-9021.057;-9021.026;-2577.4302;0.0;0.0
1.2218385e-05;-0.46730384;0.030159261;-9021.074;-9021.044;-2577.1462;0.0;0.0
1.2214863e-05;-0.46728852;0.030143676;-9021.087;-9021.057;-2577.0615;0.0;0.0
1.2211466e-05;-0.46725577;0.03012696;-9021.102;-9021.071;-2576.8809;0.0;0.0
1.2207443e-05;-0.4672214;0.030111048;-9021.115;-9021.085;-2576.6914;0.0;0.0
1.2204407e-05;-0.46719906;0.030097663;-9021.129;-9021.099;-2576.568;0.0;0.0
1.2201503e-05;-0.4671662;0.030083608;-9021.135;-9021.1045;-2576.3867;0.0;0.0
1.2198153e-05;-0.46715513;0.030067641;-9021.15;-9021.12;-2576.326;0.0;0.0
1.2194427e-05;-0.46708983;0.030051038;-9021.156;-9021.126;-2575.9658;0.0;0.0
1.2190779e-05;-0.46703914;0.030033978;-9021.172;-9021.142;-2575.686;0.0;0.0
1.218685e-05;-0.46698663;0.030017212;-9021.168;-9021.138;-2575.3965;0.0;0.0
1.218333e-05;-0.4669732;0.03000307;-9021.185;-9021.154;-2575.3223;0.0;0.0
1.2180593e-05;-0.46694213;0.029991496;-9021.197;-9021.167;-2575.151;0.0;0.0
1.2178182e-05;-0.46691108;0.029978573;-9021.205;-9021.175;-2574.9797;0.0;0.0
1.2174866e-05;-0.46688128;0.029963873;-9021.223;-9021.192;-2574.8154;0.0;0.0
1.2171631e-05;-0.4668474;0.029948194;-9021.24;-9021.21;-2574.6284;0.0;0.0
